Year,City,Sport,Discipline,Country,Gender,Event,Medal
1988,Calgary,Biathlon,Biathlon,ITA,Men,20KM,Bronze
1988,Calgary,Biathlon,Biathlon,URS,Men,10KM,Bronze
1988,Calgary,Biathlon,Biathlon,URS,Men,10KM,Silver
1988,Calgary,Biathlon,Biathlon,URS,Men,20KM,Silver
1988,Calgary,Biathlon,Biathlon,FRG,Men,4X7.5KM Relay,Silver
1988,Calgary,Biathlon,Biathlon,ITA,Men,4X7.5KM Relay,Bronze
1988,Calgary,Biathlon,Biathlon,URS,Men,4X7.5KM Relay,Gold
1988,Calgary,Bobsleigh,Bobsleigh,GDR,Men,Four-Man,Silver
1988,Calgary,Bobsleigh,Bobsleigh,GDR,Men,Two-Man,Bronze
1988,Calgary,Bobsleigh,Bobsleigh,GDR,Men,Two-Man,Silver
1988,Calgary,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Gold
1988,Calgary,Bobsleigh,Bobsleigh,URS,Men,Four-Man,Bronze
1988,Calgary,Bobsleigh,Bobsleigh,URS,Men,Two-Man,Gold
1988,Calgary,Ice Hockey,Ice Hockey,FIN,Men,Ice Hockey,Silver
1988,Calgary,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Bronze
1988,Calgary,Ice Hockey,Ice Hockey,URS,Men,Ice Hockey,Gold
1988,Calgary,Luge,Luge,FRG,Men,Singles,Silver
1988,Calgary,Luge,Luge,GDR,Men,Singles,Gold
1988,Calgary,Luge,Luge,GDR,Women,Singles,Bronze
1988,Calgary,Luge,Luge,GDR,Women,Singles,Gold
1988,Calgary,Luge,Luge,GDR,Women,Singles,Silver
1988,Calgary,Luge,Luge,URS,Men,Singles,Bronze
1988,Calgary,Luge,Luge,FRG,Men,Doubles,Bronze
1988,Calgary,Luge,Luge,GDR,Men,Doubles,Gold
1988,Calgary,Luge,Luge,GDR,Men,Doubles,Silver
1988,Calgary,Skating,Figure skating,CAN,Men,Ice Dancing,Bronze
1988,Calgary,Skating,Figure skating,CAN,Men,Individual,Silver
1988,Calgary,Skating,Figure skating,CAN,Women,Ice Dancing,Bronze
1988,Calgary,Skating,Figure skating,CAN,Women,Individual,Silver
1988,Calgary,Skating,Figure skating,GDR,Women,Individual,Gold
1988,Calgary,Skating,Figure skating,URS,Men,Ice Dancing,Gold
1988,Calgary,Skating,Figure skating,URS,Men,Ice Dancing,Silver
1988,Calgary,Skating,Figure skating,URS,Men,Individual,Bronze
1988,Calgary,Skating,Figure skating,URS,Men,Pairs,Gold
1988,Calgary,Skating,Figure skating,URS,Men,Pairs,Silver
1988,Calgary,Skating,Figure skating,URS,Women,Ice Dancing,Gold
1988,Calgary,Skating,Figure skating,URS,Women,Ice Dancing,Silver
1988,Calgary,Skating,Figure skating,URS,Women,Pairs,Gold
1988,Calgary,Skating,Figure skating,URS,Women,Pairs,Silver
1988,Calgary,Skating,Figure skating,USA,Men,Individual,Gold
1988,Calgary,Skating,Figure skating,USA,Men,Pairs,Bronze
1988,Calgary,Skating,Figure skating,USA,Women,Individual,Bronze
1988,Calgary,Skating,Figure skating,USA,Women,Pairs,Bronze
1988,Calgary,Skating,Speed skating,AUT,Men,10000M,Silver
1988,Calgary,Skating,Speed skating,AUT,Men,1500M,Bronze
1988,Calgary,Skating,Speed skating,GDR,Men,1000M,Silver
1988,Calgary,Skating,Speed skating,GDR,Men,1500M,Gold
1988,Calgary,Skating,Speed skating,GDR,Men,500M,Gold
1988,Calgary,Skating,Speed skating,GDR,Women,1000M,Gold
1988,Calgary,Skating,Speed skating,GDR,Women,1000M,Silver
1988,Calgary,Skating,Speed skating,GDR,Women,1500M,Bronze
1988,Calgary,Skating,Speed skating,GDR,Women,1500M,Silver
1988,Calgary,Skating,Speed skating,GDR,Women,3000M,Bronze
1988,Calgary,Skating,Speed skating,GDR,Women,3000M,Silver
1988,Calgary,Skating,Speed skating,GDR,Women,5000M,Bronze
1988,Calgary,Skating,Speed skating,GDR,Women,5000M,Silver
1988,Calgary,Skating,Speed skating,GDR,Women,500M,Bronze
1988,Calgary,Skating,Speed skating,GDR,Women,500M,Silver
1988,Calgary,Skating,Speed skating,JPN,Men,500M,Bronze
1988,Calgary,Skating,Speed skating,NED,Men,10000M,Bronze
1988,Calgary,Skating,Speed skating,NED,Men,5000M,Bronze
1988,Calgary,Skating,Speed skating,NED,Men,5000M,Silver
1988,Calgary,Skating,Speed skating,NED,Men,500M,Silver
1988,Calgary,Skating,Speed skating,NED,Women,1500M,Gold
1988,Calgary,Skating,Speed skating,NED,Women,3000M,Gold
1988,Calgary,Skating,Speed skating,NED,Women,5000M,Gold
1988,Calgary,Skating,Speed skating,SWE,Men,10000M,Gold
1988,Calgary,Skating,Speed skating,SWE,Men,5000M,Gold
1988,Calgary,Skating,Speed skating,URS,Men,1000M,Bronze
1988,Calgary,Skating,Speed skating,URS,Men,1000M,Gold
1988,Calgary,Skating,Speed skating,USA,Men,1500M,Silver
1988,Calgary,Skating,Speed skating,USA,Women,1000M,Bronze
1988,Calgary,Skating,Speed skating,USA,Women,500M,Gold
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Gold
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Alpine Combined,Silver
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Giant Slalom,Silver
1988,Calgary,Skiing,Alpine Skiing,AUT,Men,Super-G,Silver
1988,Calgary,Skiing,Alpine Skiing,AUT,Women,Alpine Combined,Gold
1988,Calgary,Skiing,Alpine Skiing,AUT,Women,Super-G,Gold
1988,Calgary,Skiing,Alpine Skiing,CAN,Women,Downhill,Bronze
1988,Calgary,Skiing,Alpine Skiing,CAN,Women,Super-G,Bronze
1988,Calgary,Skiing,Alpine Skiing,FRA,Men,Downhill,Bronze
1988,Calgary,Skiing,Alpine Skiing,FRA,Men,Super-G,Gold
1988,Calgary,Skiing,Alpine Skiing,FRG,Men,Slalom,Silver
1988,Calgary,Skiing,Alpine Skiing,FRG,Women,Downhill,Gold
1988,Calgary,Skiing,Alpine Skiing,FRG,Women,Giant Slalom,Silver
1988,Calgary,Skiing,Alpine Skiing,FRG,Women,Slalom,Bronze
1988,Calgary,Skiing,Alpine Skiing,ITA,Men,Giant Slalom,Gold
1988,Calgary,Skiing,Alpine Skiing,ITA,Men,Slalom,Gold
1988,Calgary,Skiing,Alpine Skiing,LIE,Men,Slalom,Bronze
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Alpine Combined,Bronze
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Downhill,Gold
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Downhill,Silver
1988,Calgary,Skiing,Alpine Skiing,SUI,Men,Giant Slalom,Bronze
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Alpine Combined,Bronze
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Alpine Combined,Silver
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Downhill,Silver
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Bronze
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Giant Slalom,Gold
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Slalom,Gold
1988,Calgary,Skiing,Alpine Skiing,SUI,Women,Super-G,Silver
1988,Calgary,Skiing,Alpine Skiing,SWE,Men,Super-G,Bronze
1988,Calgary,Skiing,Alpine Skiing,YUG,Women,Slalom,Silver
1988,Calgary,Skiing,Cross Country Skiing,FIN,Women,10KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing,FIN,Women,5KM,Gold
1988,Calgary,Skiing,Cross Country Skiing,ITA,Men,50KM,Silver
1988,Calgary,Skiing,Cross Country Skiing,NOR,Men,15KM,Silver
1988,Calgary,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Bronze
1988,Calgary,Skiing,Cross Country Skiing,SUI,Men,50KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing,SWE,Men,50KM,Gold
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,15KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,15KM,Gold
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Gold
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,30KM Mass Start,Silver
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,10KM,Gold
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,10KM,Silver
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,20KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,20KM,Gold
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,20KM,Silver
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,5KM,Bronze
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,5KM,Silver
1988,Calgary,Skiing,Cross Country Skiing,FIN,Women,4X5KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,NOR,Women,4X5KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Gold
1988,Calgary,Skiing,Cross Country Skiing,TCH,Men,4X10KM Relay,Bronze
1988,Calgary,Skiing,Cross Country Skiing,URS,Men,4X10KM Relay,Silver
1988,Calgary,Skiing,Cross Country Skiing,URS,Women,4X5KM Relay,Gold
1988,Calgary,Skiing,Nordic Combined,AUT,Men,Individual,Silver
1988,Calgary,Skiing,Nordic Combined,SUI,Men,Individual,Gold
1988,Calgary,Skiing,Nordic Combined,URS,Men,Individual,Bronze
1988,Calgary,Skiing,Nordic Combined,AUT,Men,Team,Bronze
1988,Calgary,Skiing,Nordic Combined,FRG,Men,Team,Gold
1988,Calgary,Skiing,Nordic Combined,SUI,Men,Team,Silver
1988,Calgary,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Gold
1988,Calgary,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Gold
1988,Calgary,Skiing,Ski Jumping,NOR,Men,K120 Individual (90M),Silver
1988,Calgary,Skiing,Ski Jumping,TCH,Men,K90 Individual (70M),Bronze
1988,Calgary,Skiing,Ski Jumping,TCH,Men,K90 Individual (70M),Silver
1988,Calgary,Skiing,Ski Jumping,YUG,Men,K120 Individual (90M),Bronze
1988,Calgary,Skiing,Ski Jumping,FIN,Men,K120 Team (90M),Gold
1988,Calgary,Skiing,Ski Jumping,NOR,Men,K120 Team (90M),Bronze
1988,Calgary,Skiing,Ski Jumping,YUG,Men,K120 Team (90M),Silver
1992,Albertville,Biathlon,Biathlon,CAN,Women,15KM,Bronze
1992,Albertville,Biathlon,Biathlon,EUN,Men,20KM,Gold
1992,Albertville,Biathlon,Biathlon,EUN,Women,15KM,Silver
1992,Albertville,Biathlon,Biathlon,EUN,Women,7.5KM,Bronze
1992,Albertville,Biathlon,Biathlon,EUN,Women,7.5KM,Gold
1992,Albertville,Biathlon,Biathlon,FIN,Men,10KM,Bronze
1992,Albertville,Biathlon,Biathlon,GER,Men,10KM,Gold
1992,Albertville,Biathlon,Biathlon,GER,Men,10KM,Silver
1992,Albertville,Biathlon,Biathlon,GER,Men,20KM,Silver
1992,Albertville,Biathlon,Biathlon,GER,Women,15KM,Gold
1992,Albertville,Biathlon,Biathlon,GER,Women,7.5KM,Silver
1992,Albertville,Biathlon,Biathlon,SWE,Men,20KM,Bronze
1992,Albertville,Biathlon,Biathlon,EUN,Men,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,EUN,Women,4X7.5KM Relay,Bronze
1992,Albertville,Biathlon,Biathlon,FRA,Women,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,GER,Men,4X7.5KM Relay,Gold
1992,Albertville,Biathlon,Biathlon,GER,Women,4X7.5KM Relay,Silver
1992,Albertville,Biathlon,Biathlon,SWE,Men,4X7.5KM Relay,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,AUT,Men,Four-Man,Gold
1992,Albertville,Bobsleigh,Bobsleigh,GER,Men,Four-Man,Silver
1992,Albertville,Bobsleigh,Bobsleigh,GER,Men,Two-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,GER,Men,Two-Man,Silver
1992,Albertville,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Bronze
1992,Albertville,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Gold
1992,Albertville,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Silver
1992,Albertville,Ice Hockey,Ice Hockey,EUN,Men,Ice Hockey,Gold
1992,Albertville,Ice Hockey,Ice Hockey,TCH,Men,Ice Hockey,Bronze
1992,Albertville,Luge,Luge,AUT,Men,Singles,Bronze
1992,Albertville,Luge,Luge,AUT,Men,Singles,Silver
1992,Albertville,Luge,Luge,AUT,Women,Singles,Gold
1992,Albertville,Luge,Luge,AUT,Women,Singles,Silver
1992,Albertville,Luge,Luge,GER,Men,Singles,Gold
1992,Albertville,Luge,Luge,GER,Women,Singles,Bronze
1992,Albertville,Luge,Luge,GER,Men,Doubles,Gold
1992,Albertville,Luge,Luge,GER,Men,Doubles,Silver
1992,Albertville,Luge,Luge,ITA,Men,Doubles,Bronze
1992,Albertville,Skating,Figure skating,CAN,Men,Pairs,Bronze
1992,Albertville,Skating,Figure skating,CAN,Women,Pairs,Bronze
1992,Albertville,Skating,Figure skating,EUN,Men,Ice Dancing,Bronze
1992,Albertville,Skating,Figure skating,EUN,Men,Ice Dancing,Gold
1992,Albertville,Skating,Figure skating,EUN,Men,Individual,Gold
1992,Albertville,Skating,Figure skating,EUN,Men,Pairs,Gold
1992,Albertville,Skating,Figure skating,EUN,Men,Pairs,Silver
1992,Albertville,Skating,Figure skating,EUN,Women,Ice Dancing,Bronze
1992,Albertville,Skating,Figure skating,EUN,Women,Ice Dancing,Gold
1992,Albertville,Skating,Figure skating,EUN,Women,Pairs,Gold
1992,Albertville,Skating,Figure skating,EUN,Women,Pairs,Silver
1992,Albertville,Skating,Figure skating,FRA,Men,Ice Dancing,Silver
1992,Albertville,Skating,Figure skating,FRA,Women,Ice Dancing,Silver
1992,Albertville,Skating,Figure skating,JPN,Women,Individual,Silver
1992,Albertville,Skating,Figure skating,TCH,Men,Individual,Bronze
1992,Albertville,Skating,Figure skating,USA,Men,Individual,Silver
1992,Albertville,Skating,Figure skating,USA,Women,Individual,Bronze
1992,Albertville,Skating,Figure skating,USA,Women,Individual,Gold
1992,Albertville,Skating,Short Track Speed Skating,CAN,Men,1000M,Silver
1992,Albertville,Skating,Short Track Speed Skating,CHN,Women,500M,Silver
1992,Albertville,Skating,Short Track Speed Skating,KOR,Men,1000M,Bronze
1992,Albertville,Skating,Short Track Speed Skating,KOR,Men,1000M,Gold
1992,Albertville,Skating,Short Track Speed Skating,PRK,Women,500M,Bronze
1992,Albertville,Skating,Short Track Speed Skating,USA,Women,500M,Gold
1992,Albertville,Skating,Short Track Speed Skating,CAN,Men,5000M Relay,Silver
1992,Albertville,Skating,Short Track Speed Skating,CAN,Women,3000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,EUN,Women,3000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,JPN,Men,5000M Relay,Bronze
1992,Albertville,Skating,Short Track Speed Skating,KOR,Men,5000M Relay,Gold
1992,Albertville,Skating,Short Track Speed Skating,USA,Women,3000M Relay,Silver
1992,Albertville,Skating,Speed skating,AUT,Women,3000M,Bronze
1992,Albertville,Skating,Speed skating,CHN,Women,1000M,Silver
1992,Albertville,Skating,Speed skating,CHN,Women,500M,Silver
1992,Albertville,Skating,Speed skating,GER,Men,1000M,Gold
1992,Albertville,Skating,Speed skating,GER,Men,500M,Gold
1992,Albertville,Skating,Speed skating,GER,Women,1000M,Bronze
1992,Albertville,Skating,Speed skating,GER,Women,1500M,Gold
1992,Albertville,Skating,Speed skating,GER,Women,1500M,Silver
1992,Albertville,Skating,Speed skating,GER,Women,3000M,Gold
1992,Albertville,Skating,Speed skating,GER,Women,3000M,Silver
1992,Albertville,Skating,Speed skating,GER,Women,5000M,Bronze
1992,Albertville,Skating,Speed skating,GER,Women,5000M,Gold
1992,Albertville,Skating,Speed skating,GER,Women,5000M,Silver
1992,Albertville,Skating,Speed skating,GER,Women,500M,Bronze
1992,Albertville,Skating,Speed skating,JPN,Men,1000M,Bronze
1992,Albertville,Skating,Speed skating,JPN,Men,500M,Bronze
1992,Albertville,Skating,Speed skating,JPN,Men,500M,Silver
1992,Albertville,Skating,Speed skating,JPN,Women,1500M,Bronze
1992,Albertville,Skating,Speed skating,KOR,Men,1000M,Silver
1992,Albertville,Skating,Speed skating,NED,Men,10000M,Gold
1992,Albertville,Skating,Speed skating,NED,Men,1500M,Bronze
1992,Albertville,Skating,Speed skating,NED,Men,5000M,Bronze
1992,Albertville,Skating,Speed skating,NED,Men,5000M,Silver
1992,Albertville,Skating,Speed skating,NOR,Men,10000M,Bronze
1992,Albertville,Skating,Speed skating,NOR,Men,10000M,Silver
1992,Albertville,Skating,Speed skating,NOR,Men,1500M,Gold
1992,Albertville,Skating,Speed skating,NOR,Men,1500M,Silver
1992,Albertville,Skating,Speed skating,NOR,Men,5000M,Gold
1992,Albertville,Skating,Speed skating,USA,Women,1000M,Gold
1992,Albertville,Skating,Speed skating,USA,Women,500M,Gold
1992,Albertville,Skiing,Alpine Skiing,AUT,Men,Downhill,Bronze
1992,Albertville,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold
1992,Albertville,Skiing,Alpine Skiing,AUT,Men,Slalom,Bronze
1992,Albertville,Skiing,Alpine Skiing,AUT,Women,Alpine Combined,Gold
1992,Albertville,Skiing,Alpine Skiing,AUT,Women,Alpine Combined,Silver
1992,Albertville,Skiing,Alpine Skiing,AUT,Women,Downhill,Bronze
1992,Albertville,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Silver
1992,Albertville,Skiing,Alpine Skiing,AUT,Women,Slalom,Gold
1992,Albertville,Skiing,Alpine Skiing,CAN,Women,Downhill,Gold
1992,Albertville,Skiing,Alpine Skiing,ESP,Women,Slalom,Bronze
1992,Albertville,Skiing,Alpine Skiing,FRA,Men,Downhill,Silver
1992,Albertville,Skiing,Alpine Skiing,FRA,Women,Alpine Combined,Bronze
1992,Albertville,Skiing,Alpine Skiing,FRA,Women,Super-G,Silver
1992,Albertville,Skiing,Alpine Skiing,GER,Women,Super-G,Bronze
1992,Albertville,Skiing,Alpine Skiing,ITA,Men,Alpine Combined,Gold
1992,Albertville,Skiing,Alpine Skiing,ITA,Men,Alpine Combined,Silver
1992,Albertville,Skiing,Alpine Skiing,ITA,Men,Giant Slalom,Gold
1992,Albertville,Skiing,Alpine Skiing,ITA,Men,Slalom,Silver
1992,Albertville,Skiing,Alpine Skiing,ITA,Women,Super-G,Gold
1992,Albertville,Skiing,Alpine Skiing,LUX,Men,Giant Slalom,Silver
1992,Albertville,Skiing,Alpine Skiing,LUX,Men,Super-G,Silver
1992,Albertville,Skiing,Alpine Skiing,NOR,Men,Giant Slalom,Bronze
1992,Albertville,Skiing,Alpine Skiing,NOR,Men,Slalom,Gold
1992,Albertville,Skiing,Alpine Skiing,NOR,Men,Super-G,Bronze
1992,Albertville,Skiing,Alpine Skiing,NOR,Men,Super-G,Gold
1992,Albertville,Skiing,Alpine Skiing,NZL,Women,Slalom,Silver
1992,Albertville,Skiing,Alpine Skiing,SUI,Men,Alpine Combined,Bronze
1992,Albertville,Skiing,Alpine Skiing,SWE,Women,Giant Slalom,Gold
1992,Albertville,Skiing,Alpine Skiing,USA,Women,Downhill,Silver
1992,Albertville,Skiing,Alpine Skiing,USA,Women,Giant Slalom,Silver
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,15KM Mass Start,Bronze
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,15KM Mass Start,Gold
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,30KM,Bronze
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,30KM,Silver
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,5KM,Bronze
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,5KM,Silver
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,Combined 5KM + 10KM Pursuit,Bronze
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,Combined 5KM + 10KM Pursuit,Gold
1992,Albertville,Skiing,Cross Country Skiing,FIN,Women,15KM Mass Start,Silver
1992,Albertville,Skiing,Cross Country Skiing,FIN,Women,5KM,Gold
1992,Albertville,Skiing,Cross Country Skiing,ITA,Men,10KM Pursuit,Silver
1992,Albertville,Skiing,Cross Country Skiing,ITA,Men,50KM,Bronze
1992,Albertville,Skiing,Cross Country Skiing,ITA,Men,50KM,Silver
1992,Albertville,Skiing,Cross Country Skiing,ITA,Men,Combined 10KM + 15KM Pursuit,Bronze
1992,Albertville,Skiing,Cross Country Skiing,ITA,Women,30KM,Gold
1992,Albertville,Skiing,Cross Country Skiing,ITA,Women,Combined 5KM + 10KM Pursuit,Silver
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,10KM Pursuit,Gold
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Bronze
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Gold
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,30KM Mass Start,Silver
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,50KM,Gold
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,Combined 10KM + 15KM Pursuit,Gold
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,Combined 10KM + 15KM Pursuit,Silver
1992,Albertville,Skiing,Cross Country Skiing,SWE,Men,10KM Pursuit,Bronze
1992,Albertville,Skiing,Cross Country Skiing,EUN,Women,4X5KM Relay,Gold
1992,Albertville,Skiing,Cross Country Skiing,FIN,Men,4X10KM Relay,Bronze
1992,Albertville,Skiing,Cross Country Skiing,ITA,Men,4X10KM Relay,Silver
1992,Albertville,Skiing,Cross Country Skiing,ITA,Women,4X5KM Relay,Bronze
1992,Albertville,Skiing,Cross Country Skiing,NOR,Men,4X10KM Relay,Gold
1992,Albertville,Skiing,Cross Country Skiing,NOR,Women,4X5KM Relay,Silver
1992,Albertville,Skiing,Freestyle Skiing,EUN,Women,Moguls,Silver
1992,Albertville,Skiing,Freestyle Skiing,FRA,Men,Moguls,Gold
1992,Albertville,Skiing,Freestyle Skiing,FRA,Men,Moguls,Silver
1992,Albertville,Skiing,Freestyle Skiing,NOR,Women,Moguls,Bronze
1992,Albertville,Skiing,Freestyle Skiing,USA,Men,Moguls,Bronze
1992,Albertville,Skiing,Freestyle Skiing,USA,Women,Moguls,Gold
1992,Albertville,Skiing,Nordic Combined,AUT,Men,Individual,Bronze
1992,Albertville,Skiing,Nordic Combined,FRA,Men,Individual,Gold
1992,Albertville,Skiing,Nordic Combined,FRA,Men,Individual,Silver
1992,Albertville,Skiing,Nordic Combined,AUT,Men,Team,Bronze
1992,Albertville,Skiing,Nordic Combined,JPN,Men,Team,Gold
1992,Albertville,Skiing,Nordic Combined,NOR,Men,Team,Silver
1992,Albertville,Skiing,Ski Jumping,AUT,Men,K120 Individual (90M),Bronze
1992,Albertville,Skiing,Ski Jumping,AUT,Men,K120 Individual (90M),Silver
1992,Albertville,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Gold
1992,Albertville,Skiing,Ski Jumping,AUT,Men,K90 Individual (70M),Silver
1992,Albertville,Skiing,Ski Jumping,FIN,Men,K120 Individual (90M),Gold
1992,Albertville,Skiing,Ski Jumping,FIN,Men,K90 Individual (70M),Bronze
1992,Albertville,Skiing,Ski Jumping,AUT,Men,K120 Team (90M),Silver
1992,Albertville,Skiing,Ski Jumping,FIN,Men,K120 Team (90M),Gold
1992,Albertville,Skiing,Ski Jumping,TCH,Men,K120 Team (90M),Bronze
1994,Lillehammer,Biathlon,Biathlon,BLR,Women,7.5KM,Silver
1994,Lillehammer,Biathlon,Biathlon,CAN,Women,15KM,Gold
1994,Lillehammer,Biathlon,Biathlon,CAN,Women,7.5KM,Gold
1994,Lillehammer,Biathlon,Biathlon,FRA,Women,15KM,Silver
1994,Lillehammer,Biathlon,Biathlon,GER,Men,10KM,Silver
1994,Lillehammer,Biathlon,Biathlon,GER,Men,20KM,Bronze
1994,Lillehammer,Biathlon,Biathlon,GER,Men,20KM,Silver
1994,Lillehammer,Biathlon,Biathlon,GER,Women,15KM,Bronze
1994,Lillehammer,Biathlon,Biathlon,RUS,Men,10KM,Bronze
1994,Lillehammer,Biathlon,Biathlon,RUS,Men,10KM,Gold
1994,Lillehammer,Biathlon,Biathlon,RUS,Men,20KM,Gold
1994,Lillehammer,Biathlon,Biathlon,UKR,Women,7.5KM,Bronze
1994,Lillehammer,Biathlon,Biathlon,FRA,Men,4X7.5KM Relay,Bronze
1994,Lillehammer,Biathlon,Biathlon,FRA,Women,4X7.5KM Relay,Bronze
1994,Lillehammer,Biathlon,Biathlon,GER,Men,4X7.5KM Relay,Gold
1994,Lillehammer,Biathlon,Biathlon,GER,Women,4X7.5KM Relay,Silver
1994,Lillehammer,Biathlon,Biathlon,RUS,Men,4X7.5KM Relay,Silver
1994,Lillehammer,Biathlon,Biathlon,RUS,Women,4X7.5KM Relay,Gold
1994,Lillehammer,Bobsleigh,Bobsleigh,GER,Men,Four-Man,Bronze
1994,Lillehammer,Bobsleigh,Bobsleigh,GER,Men,Four-Man,Gold
1994,Lillehammer,Bobsleigh,Bobsleigh,ITA,Men,Two-Man,Bronze
1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,Men,Four-Man,Silver
1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Gold
1994,Lillehammer,Bobsleigh,Bobsleigh,SUI,Men,Two-Man,Silver
1994,Lillehammer,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Silver
1994,Lillehammer,Ice Hockey,Ice Hockey,FIN,Men,Ice Hockey,Bronze
1994,Lillehammer,Ice Hockey,Ice Hockey,SWE,Men,Ice Hockey,Gold
1994,Lillehammer,Luge,Luge,AUT,Men,Singles,Silver
1994,Lillehammer,Luge,Luge,AUT,Women,Singles,Bronze
1994,Lillehammer,Luge,Luge,GER,Men,Singles,Gold
1994,Lillehammer,Luge,Luge,GER,Women,Singles,Silver
1994,Lillehammer,Luge,Luge,ITA,Men,Singles,Bronze
1994,Lillehammer,Luge,Luge,ITA,Women,Singles,Gold
1994,Lillehammer,Luge,Luge,GER,Men,Doubles,Bronze
1994,Lillehammer,Luge,Luge,ITA,Men,Doubles,Gold
1994,Lillehammer,Luge,Luge,ITA,Men,Doubles,Silver
1994,Lillehammer,Skating,Figure skating,CAN,Men,Individual,Silver
1994,Lillehammer,Skating,Figure skating,CAN,Men,Pairs,Bronze
1994,Lillehammer,Skating,Figure skating,CAN,Women,Pairs,Bronze
1994,Lillehammer,Skating,Figure skating,CHN,Women,Individual,Bronze
1994,Lillehammer,Skating,Figure skating,FRA,Men,Individual,Bronze
1994,Lillehammer,Skating,Figure skating,GBR,Men,Ice Dancing,Bronze
1994,Lillehammer,Skating,Figure skating,GBR,Women,Ice Dancing,Bronze
1994,Lillehammer,Skating,Figure skating,RUS,Men,Ice Dancing,Gold
1994,Lillehammer,Skating,Figure skating,RUS,Men,Ice Dancing,Silver
1994,Lillehammer,Skating,Figure skating,RUS,Men,Individual,Gold
1994,Lillehammer,Skating,Figure skating,RUS,Men,Pairs,Gold
1994,Lillehammer,Skating,Figure skating,RUS,Men,Pairs,Silver
1994,Lillehammer,Skating,Figure skating,RUS,Women,Ice Dancing,Gold
1994,Lillehammer,Skating,Figure skating,RUS,Women,Ice Dancing,Silver
1994,Lillehammer,Skating,Figure skating,RUS,Women,Pairs,Gold
