Indicator_series,Indicator_Description,City,Country,Region,Estimate_Year,Urban_Share_in_OPS,Urban_Share_in_Streets,Urban_Share_in_OPS_and_Streets,Population_with_OPS_access,Estimate_Source,ObjectId
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Astana (Nur-Sultan),Kazakhstan,Central and Southern Asia ,2020,4.42,15.13,19.54,26.21,UN-Habitat Urban Indicators Database,383
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Balqash,Kazakhstan,Central and Southern Asia ,2020,2.59,10.67,13.26,44.84,UN-Habitat Urban Indicators Database,384
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Oral,Kazakhstan,Central and Southern Asia ,2020,2.4,13.4,15.8,33.33,UN-Habitat Urban Indicators Database,385
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Oskemen,Kazakhstan,Central and Southern Asia ,2020,2.25,12.88,15.13,29.5,UN-Habitat Urban Indicators Database,386
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Pavlodar,Kazakhstan,Central and Southern Asia ,2020,3.45,12.21,15.66,38.94,UN-Habitat Urban Indicators Database,387
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Qaragandy,Kazakhstan,Central and Southern Asia ,2020,3.79,14.44,18.23,35.4,UN-Habitat Urban Indicators Database,388
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Qaskelen´,Kazakhstan,Central and Southern Asia ,2020,1.35,11.13,12.49,20.3,UN-Habitat Urban Indicators Database,389
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Qulsary,Kazakhstan,Central and Southern Asia ,2020,1.83,11.48,13.32,36.38,UN-Habitat Urban Indicators Database,390
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ry´dnyj,Kazakhstan,Central and Southern Asia ,2020,1.35,16.31,17.66,29.11,UN-Habitat Urban Indicators Database,391
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Semei,Kazakhstan,Central and Southern Asia ,2020,1.47,10.69,12.17,19.84,UN-Habitat Urban Indicators Database,392
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Taldyqorg´an,Kazakhstan,Central and Southern Asia ,2020,1.81,12,13.81,21.95,UN-Habitat Urban Indicators Database,393
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Taraz,Kazakhstan,Central and Southern Asia ,2020,1.24,13.6,14.85,10.96,UN-Habitat Urban Indicators Database,394
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Temirtay´,Kazakhstan,Central and Southern Asia ,2020,2.39,12.31,14.7,53.21,UN-Habitat Urban Indicators Database,395
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Kuwait,Kuwait,Western Asia  and Northern Africa ,2020,1.53,22.52,24.05,49.42,UN-Habitat Urban Indicators Database,396
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Balyk?y,Kyrgyzstan,Central and Southern Asia ,2020,2.29,11.67,13.95,74.7,UN-Habitat Urban Indicators Database,397
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Biškek,Kyrgyzstan,Central and Southern Asia ,2020,3.79,14.81,18.6,59.54,UN-Habitat Urban Indicators Database,398
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Karakol,Kyrgyzstan,Central and Southern Asia ,2020,2.67,11.58,14.25,49.56,UN-Habitat Urban Indicators Database,399
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Naryn,Kyrgyzstan,Central and Southern Asia ,2020,5.49,13.02,18.51,89.08,UN-Habitat Urban Indicators Database,400
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tarma,Peru,Latin America and the Caribbean,2017,0.16,20.99,21.15,,"National Institute of Statistics and Informatics, Peru",401
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tingo Maria,Peru,Latin America and the Caribbean,2017,0.36,40.19,40.55,,"National Institute of Statistics and Informatics, Peru",402
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Trujillo,Peru,Latin America and the Caribbean,2017,1.3,26.57,27.86,,"National Institute of Statistics and Informatics, Peru",403
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tuman,Peru,Latin America and the Caribbean,2017,1.29,41.72,43.02,,"National Institute of Statistics and Informatics, Peru",404
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tumbes,Peru,Latin America and the Caribbean,2017,1.46,39.06,40.52,,"National Institute of Statistics and Informatics, Peru",405
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tupac Amaru,Peru,Latin America and the Caribbean,2017,0.82,32.84,33.66,,"National Institute of Statistics and Informatics, Peru",406
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Viru,Peru,Latin America and the Caribbean,2017,0.26,30.6,30.87,,"National Institute of Statistics and Informatics, Peru",407
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Yauri,Peru,Latin America and the Caribbean,2017,0.34,31.71,32.04,,"National Institute of Statistics and Informatics, Peru",408
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Yurimaguas,Peru,Latin America and the Caribbean,2017,0.14,30.65,30.79,,"National Institute of Statistics and Informatics, Peru",409
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Dubai,UAE,Western Asia  and Northern Africa ,2020,2.65,20.47,23.13,40.6,UN-Habitat Urban Indicators Database,410
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Zarumilla,Peru,Latin America and the Caribbean,2017,0.78,30.69,31.47,,"National Institute of Statistics and Informatics, Peru",411
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ratnapura,Sri-Lanka,Central and Southern Asia ,2020,5.23,10.08,15.31,55.73,UN-Habitat Urban Indicators Database,412
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ferreñafe,Peru,Latin America and the Caribbean,2017,0.94,32.04,32.98,,"National Institute of Statistics and Informatics, Peru",413
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Manila,Philippines,Eastern Asia and South-eastern Asia,2020,1.56,20.68,22.24,28.75,UN-Habitat Urban Indicators Database,414
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Katowice,Poland,Northern America and Europe,2020,3.46,15.34,18.81,50.7,UN-Habitat Urban Indicators Database,415
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lodz,Poland,Northern America and Europe,2020,4.23,17.07,21.3,49.39,UN-Habitat Urban Indicators Database,416
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lomza,Poland,Northern America and Europe,2020,3.04,18.43,21.46,67.12,UN-Habitat Urban Indicators Database,417
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lublin,Poland,Northern America and Europe,2020,2.89,19.12,22,49.11,UN-Habitat Urban Indicators Database,418
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Mielec,Poland,Northern America and Europe,2020,2.46,10.42,12.89,52.34,UN-Habitat Urban Indicators Database,419
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Poznan,Poland,Northern America and Europe,2020,7.63,14.97,22.6,61.59,UN-Habitat Urban Indicators Database,420
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Warsaw,Poland,Northern America and Europe,2020,5.95,14.58,20.54,64.84,UN-Habitat Urban Indicators Database,421
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Wroclaw,Poland,Northern America and Europe,2020,4.88,17.42,22.3,55.98,UN-Habitat Urban Indicators Database,422
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",AlKhor,Qatar,Western Asia  and Northern Africa ,2020,2.39,20.93,23.32,41.49,UN-Habitat Urban Indicators Database,423
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Busan,Republic of Korea (South Korea),Eastern Asia and South-eastern Asia,2020,5.5,14.79,20.28,48.66,UN-Habitat Urban Indicators Database,424
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cheonan,Republic of Korea (South Korea),Eastern Asia and South-eastern Asia,2020,2.28,10.61,12.89,31.16,UN-Habitat Urban Indicators Database,425
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Gwangju,Republic of Korea (South Korea),Eastern Asia and South-eastern Asia,2020,7.05,15.62,22.68,65.37,UN-Habitat Urban Indicators Database,426
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Seoul,Republic of Korea (South Korea),Eastern Asia and South-eastern Asia,2020,3.03,12.7,15.73,48.75,UN-Habitat Urban Indicators Database,427
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Berezniki,Russia,Northern America and Europe,2020,9.42,13.75,23.17,73.73,UN-Habitat Urban Indicators Database,428
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Dzerzhinsk,Russia,Northern America and Europe,2020,4.41,11.96,16.37,60.83,UN-Habitat Urban Indicators Database,429
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Moscow,Russia,Northern America and Europe,2020,8.34,16.22,24.56,83.31,UN-Habitat Urban Indicators Database,430
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Saint Petersburg,Russia,Northern America and Europe,2020,3.24,21.76,25,40.94,UN-Habitat Urban Indicators Database,431
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tyumen,Russia,Northern America and Europe,2020,5.05,18.25,23.31,64.24,UN-Habitat Urban Indicators Database,432
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Gisenyi,Rwanda,Sub-Saharan Africa,2020,1.09,15.82,16.91,12.22,UN-Habitat Urban Indicators Database,433
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Gitarama,Rwanda,Sub-Saharan Africa,2020,1,10.16,11.16,21.76,UN-Habitat Urban Indicators Database,434
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ad-Dammam,Saudi Arabia,Western Asia  and Northern Africa ,2020,1.79,13.8,15.6,34.59,UN-Habitat Urban Indicators Database,435
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al-Jubayl,Saudi Arabia,Western Asia  and Northern Africa ,2020,2.43,10.11,12.54,24.11,UN-Habitat Urban Indicators Database,436
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al-Madinah,Saudi Arabia,Western Asia  and Northern Africa ,2020,1.46,15.18,16.64,17.62,UN-Habitat Urban Indicators Database,437
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",'Ar'ar,Saudi Arabia,Western Asia  and Northern Africa ,2020,2.25,12.3,14.55,20.74,UN-Habitat Urban Indicators Database,438
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ar-Rass,Saudi Arabia,Western Asia  and Northern Africa ,2020,3.2,15.89,19.09,47.59,UN-Habitat Urban Indicators Database,439
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ha'il,Saudi Arabia,Western Asia  and Northern Africa ,2020,3.15,14.62,17.76,22.16,UN-Habitat Urban Indicators Database,440
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Raf?a',Saudi Arabia,Western Asia  and Northern Africa ,2020,2.76,16.3,19.06,53.79,UN-Habitat Urban Indicators Database,441
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Taif,Saudi Arabia,Western Asia  and Northern Africa ,2020,1.3,10.49,11.78,23.56,UN-Habitat Urban Indicators Database,442
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Dakar,Senegal,Sub-Saharan Africa,2020,1.76,25.39,27.15,48.19,UN-Habitat Urban Indicators Database,443
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Kaolack,Senegal,Sub-Saharan Africa,2020,1.33,21.29,22.62,44.06,UN-Habitat Urban Indicators Database,444
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Louga,Senegal,Sub-Saharan Africa,2020,3.05,18.54,21.59,45.85,UN-Habitat Urban Indicators Database,445
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",MBour,Senegal,Sub-Saharan Africa,2020,1.86,22.09,23.95,66.93,UN-Habitat Urban Indicators Database,446
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Saint Louis,Senegal,Sub-Saharan Africa,2020,1.46,23.67,25.12,85.57,UN-Habitat Urban Indicators Database,447
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Thies,Senegal,Sub-Saharan Africa,2020,1.12,20.03,21.15,55.66,UN-Habitat Urban Indicators Database,448
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ziguinchor,Senegal,Sub-Saharan Africa,2020,1.22,16.58,17.8,44.37,UN-Habitat Urban Indicators Database,449
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Belgrade,Serbia,Northern America and Europe,2020,23.41,12.48,35.89,63.83,UN-Habitat Urban Indicators Database,450
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nis,Serbia,Northern America and Europe,2020,3.7,10.23,13.93,57.2,UN-Habitat Urban Indicators Database,451
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Novi Sad,Serbia,Northern America and Europe,2020,4.43,10.75,15.18,52.92,UN-Habitat Urban Indicators Database,452
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Singapore,Singapore,Eastern Asia and South-eastern Asia,2020,7.46,19.42,26.87,70.26,UN-Habitat Urban Indicators Database,453
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Johannesburg,South Africa,Sub-Saharan Africa,2020,1.85,10.84,12.7,15.4,UN-Habitat Urban Indicators Database,454
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Madrid,Spain,Northern America and Europe,2020,6.7,17.25,23.94,63.13,UN-Habitat Urban Indicators Database,455
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Batticaloa,Sri-Lanka,Central and Southern Asia ,2020,1.69,10.84,12.53,55.75,UN-Habitat Urban Indicators Database,456
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Galle,Sri-Lanka,Central and Southern Asia ,2020,2.05,11.15,13.21,38.4,UN-Habitat Urban Indicators Database,457
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Haputale,Sri-Lanka,Central and Southern Asia ,2020,1.66,10.72,12.38,33.93,UN-Habitat Urban Indicators Database,458
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Kandy,Sri-Lanka,Central and Southern Asia ,2020,5.14,10.71,15.85,39.95,UN-Habitat Urban Indicators Database,459
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Al Qadarif,Sudan,Western Asia  and Northern Africa ,2020,2.41,21.14,23.55,67.15,UN-Habitat Urban Indicators Database,460
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Guadalupe,Peru,Latin America and the Caribbean,2017,1.22,28.47,29.68,,"National Institute of Statistics and Informatics, Peru",461
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Gulu,Uganda,Sub-Saharan Africa,2020,4.65,11.12,15.76,76.02,UN-Habitat Urban Indicators Database,462
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Lira,Uganda,Sub-Saharan Africa,2020,1.5,11.55,13.05,33.76,UN-Habitat Urban Indicators Database,463
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bur Sudan,Sudan,Western Asia  and Northern Africa ,2020,1.29,21.65,22.94,44.17,UN-Habitat Urban Indicators Database,464
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",London,United Kingdom,Northern America and Europe,2020,12.94,11.95,24.88,81.29,UN-Habitat Urban Indicators Database,465
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sinjah,Sudan,Western Asia  and Northern Africa ,2020,1.51,15.05,16.56,61.19,UN-Habitat Urban Indicators Database,466
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Manchester,United Kingdom,Northern America and Europe,2020,8.98,13.21,22.19,81.56,UN-Habitat Urban Indicators Database,467
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Wad Madani,Sudan,Western Asia  and Northern Africa ,2020,1.71,21.33,23.03,47.9,UN-Habitat Urban Indicators Database,468
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Sheffield,United Kingdom,Northern America and Europe,2020,5.3,11.82,17.11,58.18,UN-Habitat Urban Indicators Database,469
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Basel,Switzerland,Northern America and Europe,2020,4.47,16.9,21.36,81.79,UN-Habitat Urban Indicators Database,470
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities","Gainesville, FL",United States,Northern America and Europe,2020,5.34,13.04,18.38,43.11,UN-Habitat Urban Indicators Database,471
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Bern,Switzerland,Northern America and Europe,2020,6.17,19.61,25.78,77.11,UN-Habitat Urban Indicators Database,472
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Houston,United States,Northern America and Europe,2020,3.36,11.81,15.17,27,UN-Habitat Urban Indicators Database,473
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Emmen (including Lucerne),Switzerland,Northern America and Europe,2020,8,15.83,23.83,87.83,UN-Habitat Urban Indicators Database,474
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Manchester,United States,Northern America and Europe,2020,4.42,17.95,22.37,48.27,UN-Habitat Urban Indicators Database,475
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Fribourg,Switzerland,Northern America and Europe,2020,7.72,15.66,23.38,80.3,UN-Habitat Urban Indicators Database,476
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Minneapolis,United States,Northern America and Europe,2020,6.14,11.84,17.98,54.77,UN-Habitat Urban Indicators Database,477
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities","Portland, OR",United States,Northern America and Europe,2020,4.35,13.42,17.78,57.45,UN-Habitat Urban Indicators Database,478
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Savanna,United States,Northern America and Europe,2020,3.9,12.78,16.69,47.08,UN-Habitat Urban Indicators Database,479
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tallahasee,United States,Northern America and Europe,2020,2.76,15.2,17.96,35.53,UN-Habitat Urban Indicators Database,480
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Visalia,United States,Northern America and Europe,2020,3.04,12.33,15.37,65.51,UN-Habitat Urban Indicators Database,481
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Waco,United States,Northern America and Europe,2020,3.76,11.73,15.5,48.43,UN-Habitat Urban Indicators Database,482
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Maldonaldo,Uruguay,Latin America and the Caribbean,2020,1.48,17.14,18.62,81.2,UN-Habitat Urban Indicators Database,483
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Montevideo (includes Ciudad De La Costa),Uruguay,Latin America and the Caribbean,2020,3.82,14.46,18.28,82.66,UN-Habitat Urban Indicators Database,484
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Paysandu,Uruguay,Latin America and the Caribbean,2020,2.23,13.81,16.04,70.39,UN-Habitat Urban Indicators Database,485
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Salto,Uruguay,Latin America and the Caribbean,2020,1.23,15.68,16.91,67.97,UN-Habitat Urban Indicators Database,486
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Nukus,Uzbekistan,Central and Southern Asia ,2020,1.13,15.97,17.1,13.28,UN-Habitat Urban Indicators Database,487
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Qarshi,Uzbekistan,Central and Southern Asia ,2020,1.43,12.8,14.23,15.89,UN-Habitat Urban Indicators Database,488
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Urganch,Uzbekistan,Central and Southern Asia ,2020,3.08,13.4,16.48,24.93,UN-Habitat Urban Indicators Database,489
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Acarigua - Araure,Venezuela,Latin America and the Caribbean,2020,3.22,13.46,16.68,56.72,UN-Habitat Urban Indicators Database,490
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Barinas,Venezuela,Latin America and the Caribbean,2020,2.3,14.61,16.92,43.6,UN-Habitat Urban Indicators Database,491
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Huacho,Peru,Latin America and the Caribbean,2017,0.53,22.85,23.38,,"National Institute of Statistics and Informatics, Peru",492
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Barquisimeto,Venezuela,Latin America and the Caribbean,2020,4.94,12.77,17.72,57.83,UN-Habitat Urban Indicators Database,493
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cabudare,Venezuela,Latin America and the Caribbean,2020,6.5,13.59,20.09,79.55,UN-Habitat Urban Indicators Database,494
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Caracas,Venezuela,Latin America and the Caribbean,2020,4.97,13.54,18.51,38.1,UN-Habitat Urban Indicators Database,495
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ciudad Bolívar,Venezuela,Latin America and the Caribbean,2020,6.14,11.7,17.84,62.16,UN-Habitat Urban Indicators Database,496
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Ciudad Guayana  (Guayana),Venezuela,Latin America and the Caribbean,2020,2.89,13.77,16.67,56.26,UN-Habitat Urban Indicators Database,497
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Coro,Venezuela,Latin America and the Caribbean,2020,5.61,13.39,19,78.63,UN-Habitat Urban Indicators Database,498
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Cumaná,Venezuela,Latin America and the Caribbean,2020,2.55,12.57,15.13,59.2,UN-Habitat Urban Indicators Database,499
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Maracaibo,Venezuela,Latin America and the Caribbean,2020,1.89,14.38,16.28,35.47,UN-Habitat Urban Indicators Database,500
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Maracay,Venezuela,Latin America and the Caribbean,2020,2.27,12.47,14.74,39.72,UN-Habitat Urban Indicators Database,501
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Mariara,Venezuela,Latin America and the Caribbean,2020,2.58,12.24,14.82,56.48,UN-Habitat Urban Indicators Database,502
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tariba and San Cristobal,Venezuela,Latin America and the Caribbean,2020,3.56,12.13,15.69,57.53,UN-Habitat Urban Indicators Database,503
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Valencia,Venezuela,Latin America and the Caribbean,2020,1.69,12.14,13.83,29.09,UN-Habitat Urban Indicators Database,504
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Yaritagua,Venezuela,Latin America and the Caribbean,2020,5.31,11.59,16.9,76.34,UN-Habitat Urban Indicators Database,505
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Adan,Yemen,Western Asia  and Northern Africa ,2020,1.93,22.94,24.86,51.74,UN-Habitat Urban Indicators Database,506
SDG 11.7.1,"Average share of the built-up area of cities that is open space for public use for all, by sex, age and persons with disabilities",Tarim,Yemen,Western Asia  and Northern Africa ,2020,3.46,22.99,26.45,26.26,UN-Habitat Urban Indicators Database,507
,,,,,,,,,,,508
,,,,,,,,,,,509
,,,,,,,,,,,510
,,,,,,,,,,,511
,,,,,,,,,,,512
Metadata,,,,,,,,,,,513
Urban_Share_in_OPS is the percentage share of urban area occupied by open public spaces (OPS),,,,,,,,,,,514
"Urban_Share_in_Streets is the percentage share of urban area occupied by streets, also known as the land allocated to streets (LAS)",,,,,,,,,,,515
Urban_Share_in_OPS_and_Streets is the combined percentage share of urban area occupied by open public spaces and streets,,,,,,,,,,,516
